CICLO,TRIMESTRE,ID_RAMO,DESC_RAMO,ACRON_DEP_ENT,DESC_DEP_ENT,MODALIDAD_PP ,DESC_PP,INST_COORD,ANIO_RECOMENDACION,ORIGEN_RECOMENDACION,ID_ASM,DESC_ASM,GASTO_FEDERALIZADO,TIPO_ASM,TEMA_ASM,TIPO_MEJORA,PRIORIDAD,AVANCE_ASM,FECHA_REPORTE,EVIDENCIA
2015-2016,01T2017,21,Turismo,CPTM,"Consejo de Promoción Turística de México, S.A. de C.V.",F001,Promoción de México como Destino Turístico,SHCP,2015,Evaluación de Procesos,21f001ppr15_01,"Alineación de Programa Institucional, Plan de Mercadotecnia y Procesos Operativos ",No,Específico,Operación; Planeación   ,Corrige,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/21f001ppr15_01.zip
2015-2016,01T2017,21,Turismo,CPTM,"Consejo de Promoción Turística de México, S.A. de C.V.",F001,Promoción de México como Destino Turístico,SHCP,2015,Evaluación de Procesos,21f001ppr15_02,Diseño de modelo de análisis de Retorno de Inversión ,No,Específico,Evaluación,Corrige,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/21f001ppr15_02.zip
2015-2016,01T2017,21,Turismo,CPTM,"Consejo de Promoción Turística de México, S.A. de C.V.",F001,Promoción de México como Destino Turístico,SHCP,2015,Evaluación de Procesos,21f001ppr15_03,Establecer mecanismos de difusión de asignación presupuestal ,No,Específico,Planeación,Corrige,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/21f001ppr15_03.zip
2015-2016,01T2017,21,Turismo,CPTM,"Consejo de Promoción Turística de México, S.A. de C.V.",F001,Promoción de México como Destino Turístico,SHCP,2015,Evaluación de Procesos,21f001ppr15_04,Generación de Tablero de Indicadores ,No,Específico,Indicadores,Corrige,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/21f001ppr15_04.zip
2015-2016,03T2016,21,Turismo,FONATUR,Fondo Nacional de Fomento al Turismo,F002,Fomento y promoción de la inversión en el sector turístico,SHCP,2015,Evaluación de Diseño,21f002pdi15_01,Actualizar de manera periódica las bases de datos de los  tipos de intervención del programa F002.,No,Específico,Resultado; Ejecución   ,Corrige,Media,100,29/04/2016,N/D
2015-2016,03T2016,21,Turismo,FONATUR,Fondo Nacional de Fomento al Turismo,F002,Fomento y promoción de la inversión en el sector turístico,SHCP,2015,Evaluación de Diseño,21f002pdi15_02,Contar con un diagnóstico del programa presupuestario F002 actualizado.,No,Institucional,Diseño; Planeación   ,Corrige,Media,100,29/04/2016,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/03t_2016/21f002pdi15_02.rar
2015-2016,03T2016,21,Turismo,FONATUR,Fondo Nacional de Fomento al Turismo,F002,Fomento y promoción de la inversión en el sector turístico,SHCP,2015,Evaluación de Diseño,21f002pdi15_03,Revisar y actualizar la MIR de manera anual conforme a la a operación sustantiva del programa presupuestario F002 de FONATUR.,No,Institucional,Diseño; Indicadores   ,Corrige,Media,100,29/04/2016,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/03t_2016/21f002pdi15_03.rar
2015-2016,03T2016,21,Turismo,SECTUR,Secretaría de Turismo,S248,Programa de Desarrollo Regional Turístico Sustentable y Pueblos Mágicos,CONEVAL,2015,Evaluación de Diseño,21s248pdi15_02,Creación de una Base de Datos,Si,Específico,Diseño; Operación   ,Corrige,Media,100,29/04/2016,N/D
2015-2016,03T2016,21,Turismo,SECTUR,Secretaría de Turismo,S248,Programa de Desarrollo Regional Turístico Sustentable y Pueblos Mágicos,CONEVAL,2015,Evaluación de Diseño,21s248pdi15_04,Presupuesto y Rendición de Cuentas,Si,Específico,Operación; Resultado   ,Corrige,Media,100,29/04/2016,N/D
2015-2016,01T2017,27,Función Pública,SFP,Secretaría de la Función Pública,O006,Inhibición y sanción de las prácticas de corrupción,SHCP,2015,Evaluación de Consistencia y Resultados,27o006pcr15_02,Mejorar la construcción de los indicadores de gestión y resultados del PP.,No,Específico,Indicadores,Corrige,Baja,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/27o006pcr15_02.zip
2015-2016,01T2017,6,Hacienda y Crédito Público,INDAABIN,Instituto de Administración y Avalúos de Bienes Nacionales,O007,Optimización de los inmuebles federales y valuación de los bienes nacionales,SHCP,2015,Evaluación de Consistencia y Resultados,27o007pcr15_01,El Programa de Control y Aprovechamiento Inmobiliario Federal (PCAIF) debe contar con un procedimiento específico para su elaboración y actualización. ,No,Específico,Planeación,Corrige,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/27o007pcr15_01.zip
2015-2016,01T2017,6,Hacienda y Crédito Público,INDAABIN,Instituto de Administración y Avalúos de Bienes Nacionales,O007,Optimización de los inmuebles federales y valuación de los bienes nacionales,SHCP,2015,Evaluación de Consistencia y Resultados,27o007pcr15_02,Es importante que el Programa O007 cuente con instrumentos de medición de la satisfacción de los usuarios de los servicios de aprovechamiento de inmuebles federales.  ,No,Específico,Otros,Corrige,Alta,100,31/03/2017,N/D
2015-2016,01T2017,6,Hacienda y Crédito Público,INDAABIN,Instituto de Administración y Avalúos de Bienes Nacionales,O007,Optimización de los inmuebles federales y valuación de los bienes nacionales,SHCP,2015,Evaluación de Consistencia y Resultados,27o007pcr15_03,"Es necesario definir un plazo para la revisión y actualización de la problemática que enfrenta el Programa, así como de sus causas, efectos y características.",No,Específico,Diseño,Corrige,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/27o007pcr15_03.zip
2015-2016,01T2017,6,Hacienda y Crédito Público,INDAABIN,Instituto de Administración y Avalúos de Bienes Nacionales,O007,Optimización de los inmuebles federales y valuación de los bienes nacionales,SHCP,2015,Evaluación de Consistencia y Resultados,27o007pcr15_04,"Los Programas Anuales de Trabajo de cada una de las unidades administrativas del INDAABIN establecen las acciones a implementar durante el ejercicio fiscal en curso, siendo conveniente que para la realización de dicha actividad, se cuente con lineamientos o con un proceso establecido para su elaboración.",No,Específico,Planeación,Corrige,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/27o007pcr15_04.zip
2015-2016,01T2017,31,Tribunales Agrarios,TRIBUNALES AGRARIOS,Tribunal Superior Agrario,E001,Resolución de asuntos relativos a conflictos y controversias por la posesión y usufructo de la tierra,SHCP,2015,Evaluación de Consistencia y Resultados,31e001pcr15_01,Revisión y mejora de diseño para establecer indicadores de mayor impacto en su desempeño,No,Específico,Diseño,Corrige,Alta,100,31/03/2017,N/D
2015-2016,01T2017,31,Tribunales Agrarios,TRIBUNALES AGRARIOS,Tribunal Superior Agrario,E002,Resolución de juicios agrarios dotatorios de tierras y los recursos de revisión,SHCP,2015,Evaluación de Consistencia y Resultados,31e002pcr15_01,Revisión y mejora de diseño para establecer indicadores de mayor impacto en su desempeño ,No,Específico,Diseño,Corrige,Alta,100,31/03/2017,N/D
2015-2016,01T2017,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,S191,Sistema Nacional de Investigadores,CONEVAL,2015,Evaluación Específica de Desempeño,38s191ped15_02,Revisar el Reglamento del SNI para analizar la pertinencia de incluir otros instrumentos que incentiven la descentralización,No,Específico,Coberturas,Corrige,Baja,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/38s191ped15_02.zip
2015-2016,03T2016,38,Consejo Nacional de Ciencia y Tecnología,CONACYT,Consejo Nacional de Ciencia y Tecnología,U003,Innovación tecnológica para incrementar la productividad de las empresas,CONEVAL,2015,Evaluación Específica de Desempeño,38u003ped15_01,"Se modificará la redacción del objetivo de nivel propósito de la Matriz de Indicadores de Resultados (MIR), estableciendo de forma precisa la población objetivo y la cobertura del Programa.",No,Específico,Diseño,Corrige,Alta,100,29/04/2016,N/D
2015-2016,03T2016,47,Entidades No Sectorizadas,CEAV,Comisión Ejecutiva de Atención a Víctimas,E033,Atención a Víctimas ,SHCP,2015,Evaluación de Diseño,47e033pdi15_02,"Revisar la lógica horizontal y vertical de la MIR del Programa E033, a fin de garantizar el cumplimiento de la finalidad del Programa",No,Institucional,Indicadores,Corrige,Alta,100,29/04/2016,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/03t_2016/47e033pdi15_02.rar
2015-2016,03T2016,47,Entidades No Sectorizadas,CEAV,Comisión Ejecutiva de Atención a Víctimas,E033,Atención a Víctimas ,SHCP,2015,Evaluación de Diseño,47e033pdi15_03,"Revisar y analizar las recomendaciones del Evaluador Externo en torno  a la eliminación, agrupación e inclusión de nuevos indicadores que integran la MIR, impactando estos ajustes en sus fichas técnicas ",No,Institucional,Indicadores,Corrige,Alta,100,29/04/2016,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/03t_2016/47e033pdi15_03.rar
2015-2016,01T2017,47,Entidades No Sectorizadas,INMUJERES,Instituto Nacional de las Mujeres,P010,Fortalecimiento de la Igualdad Sustantiva entre Mujeres y Hombres,SHCP,2015,Evaluación de Diseño,47p010pdi15_01,Perfeccionar la Matriz de Indicadores para Resultados (MIR) del Programa P010 Fortalecimiento de la Igualdad Sustantiva entre Mujeres y Hombres del Inmujeres.,No,Institucional,Indicadores,Corrige,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/47p010pdi15_01.zip
2015-2016,01T2017,47,Entidades No Sectorizadas,INMUJERES,Instituto Nacional de las Mujeres,S010,Fortalecimiento a la Transversalidad de la Perspectiva de Género,CONEVAL,2014,Ficha de Monitoreo y Evaluación,47s010cfm14_01,"Diseñar acciones que brinden relativa estabilidad a las IMM, con el fin de que las funciones y atribuciones queden plasmadas y tengan continuidad de las mismas, aún con los cambios de gobierno",Si,Específico,Resultado,Corrige,Baja,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/47s010cfm14_01.zip
2015-2016,01T2017,47,Entidades No Sectorizadas,INMUJERES,Instituto Nacional de las Mujeres,S010,Fortalecimiento a la Transversalidad de la Perspectiva de Género,CONEVAL,2014,Ficha de Monitoreo y Evaluación,47s010cfm14_02,"Revisar, analizar y mejorar la MIR del PFTPG, con el fin de medir mejor los resultados y logros del programa, así como organizar y mejorar los apoyos que otorga e identificar las actividades necesarias para optimizarlos",Si,Específico,Resultado,Corrige,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/47s010cfm14_02.zip
2015-2016,03T2016,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,S178,Programa de Apoyo a la Educación Indígena,CONEVAL,2015,Evaluación Específica de Desempeño,47s178ped15_03,"Crear sistemas de registro que posibiliten obtener, de manera ágil, información desglosada por modalidad de atención. ",No,Institucional,Operación,Corrige,Alta,100,29/04/2016,N/D
2015-2016,03T2016,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,S178,Programa de Apoyo a la Educación Indígena,CONEVAL,2015,Evaluación Específica de Desempeño,47s178ped15_06,Verificar que las definiciones y las cifras que difunde la Coordinación Nacional del Programa sean claras y consistentes. ,No,Específico,Operación,Corrige,Media,100,29/04/2016,N/D
2015-2016,03T2016,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,S249,Programa para el Mejoramiento de la Producción y la Productividad Indígena,CONEVAL,2015,Evaluación de Diseño,47s249pdi15_02,"Mejorar los indicadores de la MIR considerando que cada uno debe de ser claro, relevante, económico,monitoreable y adecuado.",No,Específico,Indicadores,Corrige,Media,100,29/04/2016,N/D
2015-2016,01T2017,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,U011,Programa de Derechos Indígenas,CONEVAL,2015,Evaluación de Diseño,47u011pdi15_04,"Se considera que el proceso de elegibilidadpuede simplificarse al homologarinformación entre los diferentes tipos deapoyo, por lo que se sugiere realizar unanálisis para definir formatos homogéneos.",No,Específico,Coberturas,Corrige,Media,100,31/03/2017,N/D
2015-2016,01T2017,47,Entidades No Sectorizadas,CDI,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,U011,Programa de Derechos Indígenas,CONEVAL,2015,Evaluación de Diseño,47u011pdi15_05,"Se sugiere diseñar una ficha o memoria de cálculo con los criterios utilizados (presupuesto, recursos humanos,tecnología, etc.) para la determinación de las metas del indicador. Este aspecto aportará elementos para valorar si la meta es laxa o no, así como la factibilidad de alcanzarla.",No,Específico,Indicadores,Corrige,Media,100,31/03/2017,N/D
2015-2016,01T2017,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,E011,Atención a la Salud,CONEVAL,2013,Evaluación de Procesos,50e011ppr13_01,"Se trabajará en capacitar a las áreas de finanzas en PbR y programas presupuestarios para el uso y registro adecuado de los centros de costo y las cuentas, con el fin de hacer más eficientes los procesos de atención médica a través de solventar las insuficiencias e inconexiones entre los procesos de programación y presupuestación y el  registro de las operaciones.",No,Institucional,Operación,Corrige,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/50e011ppr13_01.zip
2015-2016,01T2017,50,Instituto Mexicano del Seguro Social,IMSS,Instituto Mexicano del Seguro Social,E011,Atención a la Salud,CONEVAL,2013,Evaluación de Procesos,50e011ppr13_02,"Se trabajará en capacitar a las áreas de finanzas en PbR y programas presupuestarios para el uso y registro adecuado de los centros de costo y las cuentas, con el fin de ir solventando las insuficiencias e inconexiones entre los procesos de programación y presupuestación y el  registro de las operaciones. Eso reflejará un mejor registro del gasto, lo que ayudará a revelar la situación de la asignación de recursos, su ejercicio y por consiguiente, áreas con necesidades en el Instituto.",No,Institucional,Operación,Corrige,Alta,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/50e011ppr13_02.zip
2015-2016,03T2016,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,E044,Atención a la Salud,SHCP,2014,Evaluación Costo - Efectividad,51e044pce14_01,"Implementación de un mecanismo institucional para el establecimiento de metas en los indicadores de desempeño del 3er nivel de atención, con criterios de prioridad.",No,Institucional,Indicadores,Corrige,Media,100,29/04/2016,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/03t_2016/51e044pce14_01.rar
2015-2016,01T2017,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,E045,Prestaciones Sociales,CONEVAL,2015,Otros Informes Externos,51e045cie15_02,"Análisis de viabilidad de actualización organizacional, a nivel de la Subdirección de Servicios Sociales y Culturales",No,Específico,Otros,Corrige,Baja,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/51e045cie15_02.zip
2015-2016,01T2017,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,E045,Prestaciones Sociales,CONEVAL,2015,Otros Informes Externos,51e045cie15_03,Difusión de los servicios funerarios en las unidades médicas del Instituto,No,Institucional,Operación,Corrige,Baja,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/51e045cie15_03.zip
2015-2016,01T2017,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,E045,Prestaciones Sociales,CONEVAL,2015,Otros Informes Externos,51e045cie15_06,Evaluación de diseño al Pp. E-045,No,Institucional,Diseño,Corrige,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/51e045cie15_06.zip
2015-2016,01T2017,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,E045,Prestaciones Sociales,CONEVAL,2015,Otros Informes Externos,51e045cie15_08,Fortalecimiento del proceso de difusión de criterios de programación-presupuestación 2017,No,Institucional,Planeación,Corrige,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/51e045cie15_08.zip
2015-2016,03T2016,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,E045,Prestaciones Sociales,CONEVAL,2015,Otros Informes Externos,51e045cie15_09,Mejora de la MIR 2017 del Pp E-045,No,Institucional,Indicadores,Corrige,Alta,100,29/04/2016,N/D
2015-2016,01T2017,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,E045,Prestaciones Sociales,CONEVAL,2015,Otros Informes Externos,51e045cie15_12,Promover el correcto funcionamiento de los sistemas relacionados con el otorgamiento y la recuperación de préstamos personales,No,Específico,Operación,Corrige,Media,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/51e045cie15_12.zip
2015-2016,01T2017,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,E045,Prestaciones Sociales,CONEVAL,2015,Otros Informes Externos,51e045cie15_14,Segunda fase de implementación del Sistema Integral de Gestión y Explotación Inteligente de la Información para la seguridad de las EBDI’s del ISSSTE,No,Específico,Otros,Corrige,Baja,100,31/03/2017,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/01t_2017/51e045cie15_14.zip
2014-2015,03T2016,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,K011,Proyectos de infraestructura social.,SHCP,2013,Evaluación de Diseño,51k011pdi13_02,"Fortalecimiento de la operación del programa K-011 Proyectos de Infraestructura Social, que se derive de la revisión de cómo se ejecuta este programa por parte de otras Dependencias de la Administración Pública Federal.",No,Específico,Operación,Corrige,Baja,100,31/03/2016,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/ASM/03t_2016/51k011pdi13_02.rar
2012-2013,01T2017,16,Medio Ambiente y Recursos Naturales,SEMARNAT,Secretaría de Medio Ambiente y Recursos Naturales,U012,Prevención y gestión integral de residuos,CONEVAL,2012,Evaluación de Diseño,16u012pdi12_01,"Incluir en la actualización del programa, los avances obtenidos de los programas anteriores.",No,Específico,Resultado,Corrige,Media,99,31/03/2017,N/D
2012-2013,01T2017,16,Medio Ambiente y Recursos Naturales,SEMARNAT,Secretaría de Medio Ambiente y Recursos Naturales,U012,Prevención y gestión integral de residuos,CONEVAL,2012,Evaluación de Diseño,16u012pdi12_03,Mejorar la definición de estrategias y acciones a incluir en el PNPGIR actualizado.,No,Específico,Diseño; Productos; Indicadores,Corrige,Alta,99,31/03/2017,N/D
2014-2015,01T2017,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",SIAP,Servicio de Información Agroalimentaria y Pesquera,U017,Sistema Nacional de Información para el Desarrollo Sustentable (Coejercicio SNIDRUS),CONEVAL,2013,Otros Informes Externos,08U017cie13_02,"Elaboración del Plan Estratégico 2015-2018, con información relevante permitiendo una planeación a mediano plazo del programa.",No,Institucional,Planeación,Corrige,Alta,98,31/03/2016,N/D
2015-2016,01T2017,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",SIAP,Servicio de Información Agroalimentaria y Pesquera,U017,Sistema Nacional de Información para el Desarrollo Rural Sustentable,CONEVAL,2014,Evaluación Específica de Desempeño,08u017ped15_01,Documentar la metodología sobre la que se definen las metas y actualización del año base.,No,Específico,Indicadores,Corrige,Alta,98,29/04/2016,N/D
2014-2015,01T2017,20,Desarrollo Social,DICONSA,"Diconsa, S.A. de C.V.",S053,"Programa de Abasto Rural a cargo de Diconsa, S.A. de C.V. (DICONSA)",CONEVAL,2014,Otros Informes Externos,20s053cie14_05,Elaborar una estrategia de cobertura y atención del PAR que considere los aspectos sociales y financieros.,No,Institucional,Operación,Corrige,Alta,97.5,31/03/2017,N/D
2014-2015,01T2017,20,Desarrollo Social,INDESOL,Instituto Nacional de Desarrollo Social,S155,"Programa de Apoyo a las Instancias de Mujeres en las Entidades Federativas, Para Implementar y Ejecutar Programas de Prevención de la Violencia Contra las Mujeres",CONEVAL,2014,Otros Informes Externos,20s155cie14_02,Elaborar un documento que describa el método y las consideraciones para el cálculo de las metas de los indicadores de la MIR del PAIMEF.,No,Específico,Indicadores,Corrige,Alta,97,31/03/2017,N/D
2015-2016,01T2017,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",SAGARPA,"Secretaría de Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",E006,Generación de Proyectos de Investigación,CONEVAL,2014,Ficha de Monitoreo y Evaluación,08E006cfm14_02,Elaboración del soporte documental sobre la metodología utilizada para el establecimiento de las metas del INIFAP e INAPESCA.,No,Específico,Indicadores,Corrige,Alta,96,29/04/2016,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,E067,Sistema de Información y Gestión Educativa,CONEVAL,2015,Evaluación de Diseño,11e067pdi15_04,"El programa no cuenta con un registro de operaciones programáticas y presupuestales específicas del E067, o no se tuvo acceso al mismo.",No,Específico,Ejecución,Corrige,Media,95,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,E067,Sistema de Información y Gestión Educativa,CONEVAL,2015,Evaluación de Diseño,11e067pdi15_08,El Propósito cuenta con las características establecidas.,No,Específico,Indicadores,Corrige,Alta,95,31/03/2017,N/D
2012-2013,01T2017,12,Salud,CNPSS,Comisión Nacional de Protección Social en Salud,U005,Seguro Popular,CONEVAL,2011,Evaluación de Consistencia y Resultados,12u005pcr11_01,Realizar modificaciones a la MIR de acuerdo con recomendaciones de la evaluación,Si,Específico,Planeación,Corrige,Alta,95,31/03/2017,N/D
2015-2016,01T2017,15,"Desarrollo Agrario, Territorial y Urbano",SEDATU,"Secretaría de Desarrollo Agrario, Territorial y Urbano",E002,Programa de Atención de Conflictos Sociales en el Medio Rural,SHCP,2015,Evaluación de Consistencia y Resultados,15e002pcr15_02,Elaborar un manual de operación del Programa.,No,Específico,Operación,Corrige,Media,95,31/03/2017,N/D
2015-2016,01T2017,20,Desarrollo Social,SEDESOL,Secretaría de Desarrollo Social,S065,Programa de Atención a Jornaleros Agrícolas,CONEVAL,2015,Evaluación Específica de Desempeño,20s065ped15_03,"Realizar una revisión de la MIR, verificando las memorias de cálculo de los indicadores y el establecimiento de sus metas.",No,Institucional,Indicadores,Corrige,Alta,95,31/03/2017,N/D
2015-2016,01T2017,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,E045,Prestaciones Sociales,CONEVAL,2015,Otros Informes Externos,51e045cie15_13,Promover el fortalecimiento de las capacidades del personal,No,Específico,Operación,Corrige,Baja,95,31/03/2017,N/D
2015-2016,01T2017,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,ISSSTE,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,E045,Prestaciones Sociales,CONEVAL,2015,Otros Informes Externos,51e045cie15_01,"Actualización organizacional y normativa de la Dirección de Prestaciones Económicas, Sociales y Culturales",No,Institucional,Operación,Corrige,Media,93.33,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,E067,Sistema de Información y Gestión Educativa,CONEVAL,2015,Evaluación de Diseño,11e067pdi15_13,Los Componentes cumplen con las características definidas.,No,Específico,Indicadores,Corrige,Media,92.5,31/03/2017,N/D
2015-2016,01T2017,5,Relaciones Exteriores,SRE,Secretaría de Relaciones Exteriores,P002,"Diseño, conducción y ejecución de la política exterior",SHCP,2015,Evaluación de Diseño,05p002pdi15_01,Actualización de los Manuales de Organización y de Procedimientos para las áreas que participan en el Programa presupuestario,No,Específico,Operación,Corrige,Media,90,29/04/2016,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,S243,Programa Nacional de Becas,CONEVAL,2015,Evaluación de Diseño,11s243pdi15_05,Cerca del 20% de las becas no cuentan con un sistema informático.,No,Específico,Coberturas,Corrige,Baja,90,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,S243,Programa Nacional de Becas,CONEVAL,2015,Evaluación de Diseño,11s243pdi15_06,El Fin no está claramente identificado.,No,Específico,Diseño,Corrige,Media,90,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,S243,Programa Nacional de Becas,CONEVAL,2015,Evaluación de Diseño,11s243pdi15_07,"El PNB presenta elementos comunes con el PSE (objetivos 2, 3, 5 y 6, y sus respectivas estrategias y líneas de acción) y el PND (meta 3 y líneas estratégicas) como lo son: población objetivo, instrumentos y fin.",No,Específico,Diseño,Corrige,Media,90,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,S243,Programa Nacional de Becas,CONEVAL,2015,Evaluación de Diseño,11s243pdi15_08,"El programa carece de un desglose de presupuesto en donde se analice el destino de los recursos.								",No,Específico,Operación,Corrige,Baja,90,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,S243,Programa Nacional de Becas,CONEVAL,2015,Evaluación de Diseño,11s243pdi15_10,Existen inconsistencias entre el planteamiento del problema y la definición completa de las poblaciones del Programa.,No,Específico,Diseño,Corrige,Media,90,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,S243,Programa Nacional de Becas,CONEVAL,2015,Evaluación de Diseño,11s243pdi15_13,Hay heterogeneidad en las unidades de medida de la población potencial y objetivo.,No,Específico,Coberturas,Corrige,Media,90,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,S243,Programa Nacional de Becas,CONEVAL,2015,Evaluación de Diseño,11s243pdi15_16,La información que se presenta en cada nivel educativo es muy diferente y no permite entender el estado actual del problema.,No,Específico,Diseño,Corrige,Media,90,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,S243,Programa Nacional de Becas,CONEVAL,2015,Evaluación de Diseño,11s243pdi15_19,La revisión anual permite mantener la información actualizada.,No,Específico,Coberturas,Corrige,Media,90,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,S243,Programa Nacional de Becas,CONEVAL,2015,Evaluación de Diseño,11s243pdi15_24,No existe un sistema informático único en donde las Unidades Responsables vacíen la información de los beneficiarios del Programa.,No,Específico,Diseño,Corrige,Baja,90,31/03/2017,N/D
2015-2016,01T2017,11,Educación Pública,SEP,Secretaría de Educación Pública,S243,Programa Nacional de Becas,CONEVAL,2015,Evaluación de Diseño,11s243pdi15_25,No hay una identificación y cuantificación de los gastos en los que se incurre para entregar los apoyos.,No,Específico,Operación,Corrige,Baja,90,31/03/2017,N/D
