CICLO_PAE,ID_EVALUACION,ID_RAMO,DESC_RAMO,MODALIDAD_PP,DESC_PP,TIPO_EVALUACION,EVALUADOR,COSTOS,CICLO_CONCLUSION ,URL_EVALUACION
PAE2009,38s192ped09,38,Consejo Nacional de Ciencia y Tecnología,s192,"Fortalecimiento a nivel sectorial de las capacidades científicas, tecnológicas y de innovación",Específica de desempeño,"C-230 Consultores, S. C.",140000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/38s192ped09.zip
PAE2009,50e001ped09,50,Instituto Mexicano del Seguro Social,e001,Atención a la salud pública,Específica de desempeño,Instituto Nacional de Salud Pública,82929.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/50e001ped09.zip
PAE2009,50e001ppg09,50,Instituto Mexicano del Seguro Social,e001,Atención a la salud pública,Específica de perspectiva de género,Instituto Nacional de las Mujeres,82929.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/50e001ppg09.pdf
PAE2009,50e002ped09,50,Instituto Mexicano del Seguro Social,e002,Atención curativa eficiente,Específica de desempeño,Instituto Nacional de Salud Pública,74117.65,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/50e002ped09.zip
PAE2009,50e002ppg09,50,Instituto Mexicano del Seguro Social,e002,Atención curativa eficiente,Específica de perspectiva de género,Instituto Nacional de las Mujeres,2784000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/50e002ppg09.pdf
PAE2009,50e007ped09,50,Instituto Mexicano del Seguro Social,e007,Servicios de guardería,Específica de desempeño,"El Colegio de México, A.C.",83000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/50e007ped09.zip
PAE2009,50e007ppg09,50,Instituto Mexicano del Seguro Social,e007,Servicios de guardería,Específica de perspectiva de género,Instituto Nacional de las Mujeres,83000.00,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/50e007ppg09.pdf
PAE2009,51e013ped09,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,e013,Atención de Urgencias,Específica de desempeño,Instituto Nacional de Salud Pública,82929.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/51e013ped09.zip
PAE2009,51e036ppg09,51,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,e036,Equidad de Género,Específica de perspectiva de género,Instituto Nacional de las Mujeres,ND,2009,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/51e036ppg09.pdf
PAE2009,p09es01,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",08S231,PROCAMPO,Estratégica,"Arapau y Asociados, S.C.",ND,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2009/p09es01.zip
PAE2010,04e008ppr10,4,Gobernación,e008,"Servicios migratorios en fronteras, puertos y aeropuertos",Procesos,Universidad Autónoma de Nuevo León,2668000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/04e008ppr10.pdf
PAE2010,04p010pdi10,4,Gobernación,p010,Implementación de la Reforma al Sistema de Justicia Penal,Diseño,Instituto Tecnológico de Estudios Superiores de Monterrey,197000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/04p010pdi10.zip
PAE2010,05e002ppr10,5,Relaciones Exteriores,e002,Protección y asistencia consular,Procesos,"Centro de Investigación y Docencia Económicas, A.C.",2489014.08,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/05e002ppr10.zip
PAE2010,05e003ppr10,5,Relaciones Exteriores,e003,Expedición de pasaportes y servicios consulares,Procesos,"Centro de Investigación y Docencia Económicas, A.C.",2489014.08,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/05e003ppr10.zip
PAE2010,05p008pdi10,5,Relaciones Exteriores,p008,"Foros, publicaciones y actividades en materia de equidad de género",Diseño,Edith Olivares Ferreto,ND,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/05p008pdi10.zip
PAE2010,06s001ped10,6,Hacienda y Crédito Público,s001,Subsidio a la Prima del Seguro Agropecuario,Específica de desempeño,"El Colegio de México, A.C.",117866.67,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06s001ped10.zip
PAE2010,06s172ped10,6,Hacienda y Crédito Público,s172,Programa de Apoyo a los Fondos de Aseguramiento Agropecuario,Específica de desempeño,"El Colegio de México, A.C.",117866.67,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06s172ped10.zip
PAE2010,06s177ped10,6,Hacienda y Crédito Público,s177,Programa de esquema de financiamiento y subsidio federal para vivienda,Específica de desempeño,"Centro de Investigación y Docencia Económicas, A.C.",505760.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06s177ped10.zip
PAE2010,06s178ped10,6,Hacienda y Crédito Público,s178,Programas Albergues Escolares Indígenas (PAEI),Específica de desempeño,Paloma Bonfil Sánchez,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06s178ped10.zip
PAE2010,06s179ped10,6,Hacienda y Crédito Público,s179,Programa de Infraestructura Básica para la Atención de los Pueblos Indígenas (PIBAI),Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06s179ped10.zip
PAE2010,06s180ped10,6,Hacienda y Crédito Público,s180,Programa Fondos Regionales Indígenas (PFRI),Específica de desempeño,"El Colegio Mexiquense, A.C.",114900.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06s180ped10.zip
PAE2010,06s181ped10,6,Hacienda y Crédito Público,s181,Programa Organización Productiva para Mujeres Indígenas (POPMI),Específica de desempeño,"El Colegio Mexiquense, A.C.",114900.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06s181ped10.zip
PAE2010,06s182ped10,6,Hacienda y Crédito Público,s182,Programa Promoción de Convenios en Materia de Justicia (PPCMJ),Específica de desempeño,Paloma Bonfil Sánchez,96280.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06s182ped10.zip
PAE2010,06s183ped10,6,Hacienda y Crédito Público,s183,Programa de Fomento y Desarrollo de las Culturas Indígenas (PFDCI),Específica de desempeño,Paloma Bonfil Sánchez,100000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06s183ped10.zip
PAE2010,06s184ped10,6,Hacienda y Crédito Público,s184,Programa Turismo Alternativo en Zonas Indígenas (PTAZI),Específica de desempeño,Paloma Bonfil Sánchez,114900.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06s184ped10.zip
PAE2010,06s185ped10,6,Hacienda y Crédito Público,s185,Programa de Coordinación para el Apoyo a la Producción Indígena (PROCAPI),Específica de desempeño,"El Colegio Mexiquense, A.C.",114900.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06s185ped10.zip
PAE2010,06s199ped10,6,Hacienda y Crédito Público,s199,Fondo de Contingencias y Autoseguro,Específica de desempeño,"El Colegio de México, A.C.",117866.67,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06s199ped10.zip
PAE2010,06u002ped10,6,Hacienda y Crédito Público,u002,Proyecto para la Atención a Indígenas Desplazados (Indígenas urbanos y migrantes desplazados),Específica de desempeño,Paloma Bonfil Sánchez,96280.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06u002ped10.zip
PAE2010,06u004ped10,6,Hacienda y Crédito Público,u004,Apoyo a proyectos de comunicación indígena,Específica de desempeño,Paloma Bonfil Sánchez,96280.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06u004ped10.zip
PAE2010,06u008ped10,6,Hacienda y Crédito Público,u008,Manejo y Conservación de Recursos Naturales en Zonas Indígenas,Específica de desempeño,"El Colegio de México, A.C.",88571.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06u008ped10.zip
PAE2010,06u011pdi10,6,Hacienda y Crédito Público,u011,Fortalecimiento a las Políticas Municipales de Igualdad y Equidad entre Mujeres y Hombres.,Diseño,"Estudios y Estrategias para el Desarrollo y la Equidad, EPADEQ, S.C.",350000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/06u011pdi10.pdf
PAE2010,08s161ped10,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s161,PROCAMPO,Específica de desempeño,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",74117.65,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/08s161ped10.zip
PAE2010,08s170ped10,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s170,Programa para la Adquisición de Activos Productivos,Específica de desempeño,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",74117.65,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/08s170ped10.zip
PAE2010,08s173ped10,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s173,Programa  de Atención a Contingencias Climatológicas,Específica de desempeño,"El Colegio de México, A.C.",74117.65,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/08s173ped10.zip
PAE2010,08s198ped10,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s198,Programa de Soporte,Específica de desempeño,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",74117.65,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/08s198ped10.zip
PAE2010,08s210ped10,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s210,Programa de Inducción y Desarrollo del Financiamiento al Medio Rural,Específica de desempeño,"El Colegio Mexiquense, A.C.",74117.65,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/08s210ped10.zip
PAE2010,08s211ped10,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s211,Programa de Atención a Problemas Estructurales,Específica de desempeño,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",74117.65,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/08s211ped10.zip
PAE2010,08s212ped10,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",s212,Programa de Fortalecimiento a la Organización Rural,Específica de desempeño,"Centro de Investigaciones y Estudios Superiores en Antropología Social, CIESAS",74117.65,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/08s212ped10.zip
PAE2010,08u016pdi10,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",u016,Tecnificación del Riego,Diseño,Instituto de Investigaciones Económicas. UNAM,88571.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/08u016pdi10.pdf
PAE2010,10s016ped10,10,Economía,s016,Fondo de Microfinanciamiento a Mujeres Rurales (FOMMUR),Específica de desempeño,Pablo Cotler Ávalos,117867.66,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10s016ped10.zip
PAE2010,10s017pce10,10,Economía,s017,Fondo Nacional de Apoyos para Empresas en Solidaridad (FONAES),Específica de Costo - Efectividad,Programa de las Naciones Unidas para el Desarrollo  (PNUD),135000.00,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10s017pce10.pdf
PAE2010,10s017ped10,10,Economía,s017,Fondo Nacional de Apoyos para Empresas en Solidaridad (FONAES),Específica de desempeño,Pablo Cotler Ávalos,135000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10s017ped10.zip
PAE2010,10s020pce10,10,Economía,s020,"Fondo de Apoyo para la Micro, Pequeña y Mediana Empresa (Fondo PYME)",Específica de Costo - Efectividad,"El Colegio de México, A.C.",95000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10s020pce10.zip
PAE2010,10s020ped10,10,Economía,s020,"Fondo de Apoyo para la Micro, Pequeña y Mediana Empresa (Fondo PYME)",Específica de desempeño,"Centro de Investigación y Docencia Económicas, A.C.",95000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10s020ped10.zip
PAE2010,10s021ped10,10,Economía,s021,Programa Nacional de Financiamiento al Microempresario,Específica de desempeño,Pablo Cotler Ávalos,117866.66,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10s021ped10.zip
PAE2010,10s151ped10,10,Economía,s151,Programa para el Desarrollo de la Industria del Software (PROSOFT),Específica de desempeño,"Centro de Investigación y Docencia Económicas, A.C.",139084.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10s151ped10.zip
PAE2010,10s214ped10,10,Economía,s214,Competitividad en Logística y Centrales de Abasto,Específica de desempeño,"Centro de Investigación y Docencia Económicas, A.C.",95000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10s214ped10.zip
PAE2010,10s220pcr10,10,Economía,s220,Programa para el Desarrollo de las Industrias de Alta Tecnología (PRODIAT),Consistencia y Resultados,"Facultad de Economía, UNAM",487200.00,2014,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10s220pcr10.pdf
PAE2010,10s220ped10,10,Economía,s220,Programa para el Desarrollo de las Industrias de Alta Tecnología (PRODIAT),Específica de desempeño,"Centro de Investigación y Docencia Económicas, A.C.",139084.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10s220ped10.zip
PAE2010,10u002ped10,10,Economía,u002,Programa de Creación de Empleo en Zonas Marginadas,Específica de desempeño,"Centro de Investigación y Docencia Económicas, A.C.",530000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10u002ped10.zip
PAE2010,10u003ped10,10,Economía,u003,Programa para impulsar la competitividad de sectores industriales,Específica de desempeño,"Centro de Investigación y Docencia Económicas, A.C.",139084.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10u003ped10.zip
PAE2010,10u005ped10,10,Economía,u005,Fondo Nuevo para Ciencia y Tecnología,Específica de desempeño,"El Colegio de México, A.C.",74000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/10u005ped10.zip
PAE2010,11s022ped10,11,Educación Pública,s022,Programa de Educación inicial y básica para la población rural e indígena,Específica de desempeño,Paloma Bonfil Sánchez,73080.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s022ped10.zip
PAE2010,11s024ped10,11,Educación Pública,s024,Atención a la Demanda de Educación para Adultos (INEA),Específica de desempeño,"CÍVICUS, Consultores en Gestión Pública y Social",68150.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s024ped10.zip
PAE2010,11s027ped10,11,Educación Pública,s027,Programa de Mejoramiento del Profesorado (PROMEP),Específica de desempeño,"El Colegio de México, A.C.",100000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s027ped10.zip
PAE2010,11s028ped10,11,Educación Pública,s028,Programa Nacional de Becas y Financiamiento (PRONABES),Específica de desempeño,"El Colegio de México, A.C.",99666.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s028ped10.zip
PAE2010,11s029ped10,11,Educación Pública,s029,Programa Escuelas de Calidad,Específica de desempeño,César Alfonso Velázquez Guadarrama,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s029ped10.zip
PAE2010,11s030ped10,11,Educación Pública,s030,Programa Fondo de Modernización para la Educación Superior (FOMES),Específica de desempeño,César Alfonso Velázquez Guadarrama,58000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s030ped10.zip
PAE2010,11s031ped10,11,Educación Pública,s031,Programa Fondo de Inversión de Universidades Públicas Estatales con Evaluación de la ANUIES (FIUPEA),Específica de desempeño,César Alfonso Velázquez Guadarrama,58000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s031ped10.zip
PAE2010,11s033ped10,11,Educación Pública,s033,Programa de Fortalecimiento de la Educación Especial y de la Integración Educativa,Específica de desempeño,"CÍVICUS, Consultores en Gestión Pública y Social",92783.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s033ped10.zip
PAE2010,11s035ped10,11,Educación Pública,s035,Programa de Mejoramiento Institucional de las Escuelas Normales Públicas,Específica de desempeño,César Alfonso Velázquez Guadarrama,100000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s035ped10.zip
PAE2010,11s084ped10,11,Educación Pública,s084,Acciones Compensatorias para Abatir el Rezago Educativo en Educación Inicial y Básica (CONAFE),Específica de desempeño,César Alfonso Velázquez Guadarrama,60900.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s084ped10.zip
PAE2010,11s108ped10,11,Educación Pública,s108,Programa Becas de apoyo a la Educación Básica de Madres Jóvenes y Jóvenes Embarazadas,Específica de desempeño,"El Colegio de México, A.C.",99666.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s108ped10.zip
PAE2010,11s111ped10,11,Educación Pública,s111,Programa de Educación Básica para Niños y Niñas de Familias Jornaleras Agrícolas Migrantes,Específica de desempeño,Paloma Bonfil Sánchez,96288.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s111ped10.zip
PAE2010,11s119ped10,11,Educación Pública,s119,Programa Asesor Técnico Pedagógico,Específica de desempeño,Paloma Bonfil Sánchez,96288.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s119ped10.zip
PAE2010,11s126ped10,11,Educación Pública,s126,Programa Educativo Rural,Específica de desempeño,César Alfonso Velázquez Guadarrama,100000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s126ped10.zip
PAE2010,11s127ped10,11,Educación Pública,s127,Programa del Sistema Nacional de Formación Continua y Superación Profesional de Maestros de Educación Básica en Servicio,Específica de desempeño,César Alfonso Velázquez Guadarrama,100000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s127ped10.zip
PAE2010,11s128ped10,11,Educación Pública,s128,Programa Nacional de Lectura,Específica de desempeño,"CÍVICUS, Consultores en Gestión Pública y Social",92783.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s128ped10.zip
PAE2010,11s152ped10,11,Educación Pública,s152,Programa para el Fortalecimiento del Servicio de la Educación Telesecundaria,Específica de desempeño,César Alfonso Velázquez Guadarrama,94221.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s152ped10.zip
PAE2010,11s156ped10,11,Educación Pública,s156,Programa Beca de Apoyo a la Práctica Intensiva y al Servicio Social para Estudiantes de Séptimo y Octavo Semestres de Escuelas Normales Públicas,Específica de desempeño,"El Colegio de México, A.C.",100000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s156ped10.zip
PAE2010,11s204ped10,11,Educación Pública,s204,Cultura Física,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",134344.57,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s204ped10.zip
PAE2010,11s205ped10,11,Educación Pública,s205,Deporte,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",134343.57,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s205ped10.zip
PAE2010,11s206ped10,11,Educación Pública,s206,Sistema Mexicano del Deporte de Alto Rendimiento,Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",134338.57,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s206ped10.zip
PAE2010,11s207ped10,11,Educación Pública,s207,Programa de Apoyo a las Culturas Municipales y Comunitarias (PACMYC),Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",134339.57,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s207ped10.zip
PAE2010,11s208ped10,11,Educación Pública,s208,Programa de Apoyo a Comunidades para Restauración de Monumentos y Bienes Artísticos de Propiedad Federal (FOREMOBA),Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",134341.57,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s208ped10.zip
PAE2010,11s209ped10,11,Educación Pública,s209,Programa de Apoyo a la Infraestructura Cultural de los Estados (PAICE),Específica de desempeño,"Academia Mexicana de Auditoría Integral y al Desempeño, A. C.",134340.57,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s209ped10.zip
PAE2010,11s221ped10,11,Educación Pública,s221,Programa Escuelas de Tiempo Completo,Específica de desempeño,César Alfonso Velázquez Guadarrama,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s221ped10.zip
PAE2010,11s222ped10,11,Educación Pública,s222,Programa de Escuela Segura,Específica de desempeño,César Alfonso Velázquez Guadarrama,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s222ped10.zip
PAE2010,11s223ped10,11,Educación Pública,s223,Habilidades digitales para todos,Específica de desempeño,"CÍVICUS, Consultores en Gestión Pública y Social",445000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11s223ped10.zip
PAE2010,11u015ped10,11,Educación Pública,u015,Atención educativa a grupos en situación vulnerable,Específica de desempeño,"CÍVICUS, Consultores en Gestión Pública y Social",96666.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11u015ped10.zip
PAE2010,11u018ped10,11,Educación Pública,u018,Programa de becas,Específica de desempeño,"El Colegio de México, A.C.",96666.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11u018ped10.zip
PAE2010,11u020ped10,11,Educación Pública,u020,Subsidio a programas para jóvenes,Específica de desempeño,"CÍVICUS, Consultores en Gestión Pública y Social",92783.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11u020ped10.zip
PAE2010,11u022ped10,11,Educación Pública,u022,Educación para personas con discapacidad,Específica de desempeño,"CÍVICUS, Consultores en Gestión Pública y Social",92783.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11u022ped10.zip
PAE2010,11U023ped10,11,Educación Pública,U023,Subsidios para centros de educación,Específica de desempeño,"CÍVICUS, Consultores en Gestión Pública y Social",92783.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11U023ped10.zip
PAE2010,11U024ped10,11,Educación Pública,U024,Expansión de la oferta educativa en Educación Media Superior,Específica de desempeño,César Alfonso Velázquez Guadarrama,100000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11U024ped10.zip
PAE2010,11U030ped10,11,Educación Pública,U030,Fortalecimiento de la calidad en las escuelas normales,Específica de desempeño,César Alfonso Velázquez Guadarrama,100000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/11U030ped10.zip
PAE2010,12s039ped10,12,Salud,s039,Programas de Atención a Personas con Discapacidad,Específica de desempeño,Gloria M. Rubio Soto,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/12s039ped10.zip
PAE2010,12s149ped10,12,Salud,s149,Programas para la Protección y Desarrollo Integral de la Infancia,Específica de desempeño,Gloria M. Rubio Soto,140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/12s149ped10.zip
PAE2010,12s150ped10,12,Salud,s150,Programas de Atención a Familias y Población Vulnerable,Específica de desempeño,Gloria M. Rubio Soto,74117.65,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/12s150ped10.zip
PAE2010,12s200ped10,12,Salud,s200,Caravanas de la Salud,Específica de desempeño,Antonio Carlos Martín del Campo Rodríguez,138475.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/12s200ped10.zip
PAE2010,12s201ped10,12,Salud,s201,Seguro Médico para una Nueva Generación,Específica de desempeño,Antonio Carlos Martín del Campo Rodríguez,138475.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/12s201ped10.zip
PAE2010,12s202ped10,12,Salud,s202,Sistema Integral de Calidad en Salud,Específica de desempeño,Antonio Carlos Martín del Campo Rodríguez,138475.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/12s202ped10.zip
PAE2010,12u005ped10,12,Salud,u005,Seguro Popular,Específica de desempeño,Antonio Carlos Martín del Campo Rodríguez,138475.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/12u005ped10.zip
PAE2010,14s043ped10,14,Trabajo y Previsión Social,s043,Programa de Apoyo al Empleo (PAE),Específica de desempeño,"El Colegio de México, A.C.",129920.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/14s043ped10.zip
PAE2010,14U001ped10,14,Trabajo y Previsión Social,U001,Programa de Fomento al Empleo,Específica de desempeño,"El Colegio de México, A.C.",129920.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/14U001ped10.zip
PAE2010,14u002ped10,14,Trabajo y Previsión Social,u002,Programa de Apoyo para la Productividad,Específica de desempeño,Conferencia Interamericana de Seguridad Social,129920.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/14u002ped10.pdf
